id,class
23107,6
11868,1
43222,7
45521,7
14096,5
59765,9
49282,2
7657,4
53526,6
10416,1
19748,9
41207,2
28055,9
22524,2
49938,3
52457,4
46490,9
46749,4
51773,8
10787,3
43988,2
26140,3
11459,4
49089,2
7715,6
39881,5
48737,8
36155,6
46740,0
20029,2
44524,1
46493,7
19438,3
47007,3
51317,2
54382,9
58086,3
4799,7
56630,5
14114,7
17106,0
40719,4
27919,4
49955,3
46278,7
57489,5
32524,4
44673,5
53892,6
51920,6
12402,6
49252,6
45620,2
38246,7
27619,1
54284,0
42838,9
58888,8
53360,0
39964,5
9761,4
58779,8
23120,0
20606,3
45999,1
13129,1
46367,4
57818,5
43814,9
59247,1
9889,9
14300,6
53578,6
48684,8
31594,7
46375,0
36402,9
31321,0
38795,9
15016,2
50556,6
30231,4
2044,6
4001,3
31799,7
16869,1
23399,1
5936,4
41895,9
40732,0
53456,9
31954,6
54506,1
15518,7
25382,4
46079,3
23305,0
20159,9
47365,4
21249,8
58343,3
4504,1
42768,1
25025,5
6233,3
37181,5
36915,8
59340,8
58067,3
34303,4
14738,3
52835,2
39848,0
42030,7
21779,5
11997,2
1017,1
12254,2
49690,9
4973,9
45736,3
24021,5
24626,1
5469,0
36283,7
4621,8
11103,9
22253,4
50213,3
40095,2
46842,1
658,6
34898,3
8655,7
41029,1
50118,6
25593,6
32775,3
18128,6
58018,4
34683,4
842,4
35908,1
9742,0
42016,7
45128,0
39204,4
40845,6
6345,9
19918,1
58545,4
2121,0
3818,9
16122,0
9899,5
29866,4
52752,7
14111,7
31264,1
37972,1
44180,8
57169,1
17676,3
24262,4
26082,9
51055,6
11205,1
28520,7
36375,2
20591,0
19685,8
52397,0
2276,4
37129,8
8775,4
651,7
24467,2
12719,8
30538,7
29283,0
42495,8
47794,6
21890,0
43630,2
34000,4
11698,9
7645,8
50532,8
42420,6
18163,1
5536,8
10027,1
57661,1
7605,7
8660,1
7412,3
48590,6
10996,6
22416,7
26837,9
11262,1
57366,2
5865,9
50109,4
20948,6
38151,8
25410,4
43689,2
26483,6
10785,2
20197,4
26011,2
29339,4
55355,0
5404,9
55983,4
3928,8
54783,0
1927,0
34432,2
39805,1
45456,7
43269,1
40993,5
21863,8
47388,1
45396,3
33674,5
14262,3
24133,1
57571,1
4983,9
45954,8
52354,0
35226,3
48437,6
11360,1
50003,9
5744,2
24151,0
21283,2
48797,1
12991,4
25750,0
27972,8
44397,3
53997,8
27212,3
46035,7
7633,2
172,9
6643,9
10069,0
22302,5
49269,3
27825,4
5667,1
37280,3
44821,5
48781,3
21824,7
58617,0
30566,5
27481,7
1084,1
39585,8
19162,5
40105,6
38369,9
41370,5
32476,3
31780,1
48426,3
3725,1
36815,3
20322,1
19139,1
28252,3
2292,7
55804,5
25539,5
17303,7
37302,4
42415,7
9545,7
37439,3
24155,7
44808,6
47158,1
27800,4
43796,7
6537,1
21720,3
2956,9
43854,2
32684,5
31696,2
20346,4
3213,0
7823,2
35534,4
38086,3
55770,6
42322,5
26207,4
29862,0
50909,0
55502,1
48926,2
43369,1
33109,7
31908,1
18124,0
27664,2
50236,0
34773,0
48519,7
4704,5
53616,9
13493,6
48247,7
52441,6
12425,9
28009,7
17984,1
37010,4
25541,6
27354,1
53295,4
46016,7
15862,6
55970,9
54305,2
30764,7
44663,7
44437,8
6755,2
56567,7
31440,8
44658,7
1015,0
42995,4
54066,7
19287,4
12478,7
20974,1
38936,6
59683,5
52263,6
53340,2
5975,7
50179,8
11136,5
42244,5
22888,1
53445,8
36386,8
28905,6
43923,7
54615,3
17174,6
43564,6
30220,0
46598,1
46781,4
39007,1
52690,3
38314,5
46415,4
48065,3
19459,0
52270,9
9806,0
33098,9
9058,6
42700,6
27845,5
2543,7
34049,6
21531,3
30253,4
36681,8
50503,6
39872,8
21134,4
34357,4
15679,2
58438,6
54617,4
57752,2
23527,3
17853,3
24164,9
11606,1
58029,7
528,8
52276,0
57104,2
5106,9
10617,6
20820,9
19791,7
16267,1
3188,5
28411,1
13768,9
7796,2
35891,3
21494,8
406,1
29408,2
55073,4
45000,3
28115,6
38815,2
13710,7
14123,1
3708,4
46813,5
10374,9
2662,6
31335,5
58324,3
5498,0
10023,9
57138,6
11624,4
34816,6
20482,0
49656,9
53448,1
13107,1
4950,1
34859,6
35175,0
3308,2
8474,2
56562,6
35596,1
3866,8
23264,5
17381,0
57903,1
57726,2
45805,6
52818,3
53467,1
27245,1
46818,0
6766,3
28928,9
16938,1
51521,9
46352,4
3388,4
14230,2
30458,4
20870,1
717,4
34057,0
47102,2
31549,4
42132,1
57087,8
28404,2
2404,0
28846,5
1011,2
9647,5
37498,9
6676,0
36522,2
23271,7
44964,5
58252,3
361,3
52373,2
52128,4
17324,3
24360,2
35061,8
22071,4
28450,7
57359,0
51324,8
48246,2
40592,2
40350,5
58781,6
11068,9
28125,0
43674,2
12134,0
32556,4
45261,5
475,1
50247,2
42550,9
41097,9
22563,4
280,9
11088,7
21,0
55552,4
42021,6
23026,2
15433,9
49829,7
44253,5
59558,0
17946,7
34016,0
38485,3
35402,4
18457,5
48109,2
39061,3
12140,0
37397,3
5043,8
24954,8
22029,3
8538,1
1135,5
39052,1
52511,8
53759,5
47715,6
30628,1
33677,0
24680,3
597,6
16766,6
14884,9
46555,3
11,5
26592,5
49926,3
22178,6
50123,0
34968,8
4959,4
9220,8
5049,7
26069,5
56320,4
34926,1
20045,1
11130,7
36534,7
46495,8
25014,4
36355,2
31947,2
28437,7
4420,1
58980,4
9686,8
37542,6
39461,3
22153,1
39668,8
20064,1
20529,4
49533,0
25122,2
57900,5
54190,8
42386,6
40511,5
57091,0
47133,6
2800,4
22412,1
24138,7
59492,5
50119,9
6184,4
50377,4
6678,1
58627,4
26466,5
39404,4
1763,4
48365,4
49714,9
9910,1
40701,7
17914,5
20802,1
25241,6
46766,4
36068,6
56273,1
21015,9
24192,4
24268,0
24209,1
26573,4
16463,9
57149,3
12443,9
10352,0
26627,4
594,8
53979,8
30565,0
19097,2
19489,8
48237,5
27337,5
18773,7
41602,5
48467,4
43800,6
31707,9
22088,9
1843,3
59489,2
2606,0
18067,5
13311,7
1069,1
54911,4
31406,1
37883,0
47101,2
37216,5
23251,6
58113,3
24495,0
52241,8
23391,8
57796,9
55780,9
36831,1
3679,2
4505,0
9109,4
19037,6
11639,0
52496,8
30418,8
13728,9
26386,6
11319,2
47198,4
44990,4
55454,9
30318,8
30776,9
25058,7
18100,7
4584,3
12642,1
12949,1
54862,5
53120,5
7876,1
2513,2
47523,4
56536,8
33631,8
31056,2
55968,8
52231,5
13898,9
10330,3
56025,1
31383,7
32118,6
33408,7
43876,8
47088,2
21692,2
51680,0
46534,3
45984,6
1333,9
34495,2
54168,2
41225,3
30282,3
15179,4
29145,8
35263,4
27082,0
38088,7
41407,3
11318,0
32435,2
13204,8
41858,1
59427,1
216,0
11279,1
3971,1
20366,9
14157,0
7362,7
19439,0
20217,8
15895,7
43316,1
6874,6
20716,5
37079,0
34397,8
47810,6
55629,2
35462,5
47834,3
22054,8
50567,4
18353,8
51570,6
45024,5
1953,7
31779,5
52002,1
35390,5
50392,7
29863,8
53310,1
20981,2
55217,0
12326,3
38124,2
20204,8
52304,9
27639,1
26174,1
32412,4
34366,3
56523,8
42172,6
39526,5
32337,2
42560,5
29859,7
54153,6
11643,5
6137,0
33508,1
4496,0
46321,7
46946,9
43615,1
3958,8
37782,1
41852,1
48254,1
15805,1
42660,5
28491,5
31425,0
10949,2
37028,6
58602,3
49736,7
4213,8
36723,3
41754,5
50762,8
6360,2
4648,2
42090,9
56053,3
12521,1
4349,6
3086,8
40101,1
40985,2
28139,4
151,6
14162,8
15429,4
31765,8
41054,7
20860,5
6053,7
56887,8
53009,6
46678,2
27702,6
44077,6
59660,3
39075,0
48678,7
38027,1
10993,3
33917,3
14674,3
6029,6
12923,8
40163,4
33053,5
29684,0
54155,7
3311,9
44210,1
14019,0
26451,5
17066,6
5510,3
16189,7
8032,1
59146,6
17811,5
3422,3
38185,6
37242,9
3083,9
42291,8
13821,5
48635,4
9358,8
35645,7
22826,7
25646,6
12265,3
51576,8
46728,4
37519,4
17949,4
8447,3
49788,5
5517,6
12130,8
21583,5
4233,3
59560,7
27750,6
20566,7
45479,6
50822,7
5599,5
14368,5
45418,0
9178,8
41018,6
19038,0
46251,1
3110,4
40982,1
56954,0
43859,7
3399,4
20656,6
27784,3
4318,4
50945,8
48761,3
23689,5
25088,2
53355,0
26700,5
54778,4
144,8
3586,6
55437,2
39593,9
39002,2
7776,2
49326,1
11167,4
9604,2
6931,1
49235,7
18256,1
4809,7
52700,3
18544,2
37953,0
36261,9
39952,5
27737,1
37490,4
36833,2
2551,5
9565,5
36277,0
29414,0
8441,8
10789,4
31984,4
24180,5
20205,0
43637,3
13684,7
31310,0
36218,4
3278,4
41228,0
29326,7
2068,8
7954,0
12413,7
38193,3
40441,0
15107,2
43782,3
35097,5
53549,7
54857,2
7088,2
5525,0
23727,1
52761,9
48588,8
5580,4
39432,8
17329,7
24580,1
42042,4
54843,9
41111,6
38091,7
38070,2
7883,4
18324,0
25569,1
48116,6
16735,1
35954,3
14334,0
35385,6
11364,2
51379,2
27635,7
12775,3
44028,9
43122,2
24281,3
25779,1
37296,2
3768,5
44281,1
3873,6
43130,4
56584,1
2884,6
50380,7
56891,8
35714,6
32847,3
52953,2
20527,4
2704,7
55436,8
21658,0
35381,3
17242,3
37536,7
1445,1
59805,0
15514,4
43958,8
28024,0
20166,3
56571,5
11708,3
43184,2
40191,6
16872,1
46754,4
50873,8
1806,5
25339,7
44739,8
30703,8
30893,9
20658,0
48854,4
42718,9
59289,1
42034,8
47339,5
39483,0
27089,0
20848,1
22082,7
22345,1
29045,3
3395,2
20489,6
31271,7
3609,3
49824,8
25215,9
9680,3
50248,9
39632,6
40934,4
18184,4
4118,9
37335,0
9527,2
55798,6
51756,3
32862,4
11959,6
33664,8
9658,2
46947,0
3170,5
44890,9
8682,0
41790,6
32362,5
36573,2
51553,5
5555,7
31708,6
2025,6
4748,0
33138,5
53001,1
46805,5
6824,7
32502,8
26322,7
20751,0
49676,4
45476,0
10773,0
57426,3
39660,9
24039,4
57178,7
11048,6
6192,1
12638,5
29726,2
27915,2
20188,9
42089,6
21821,6
40326,5
4379,4
2828,6
49346,6
16695,6
22828,1
26032,6
29571,5
44476,5
44421,9
8994,6
33295,1
15456,4
29165,9
26878,3
1758,8
36344,6
39346,0
11893,4
9437,9
48771,9
39424,5
56629,6
18545,1
30226,3
45645,7
11435,7
42155,8
45953,0
2916,5
53070,9
31963,1
23711,7
31052,4
18938,5
34163,9
59297,1
45326,8
27039,7
43484,1
20376,9
44041,8
25883,3
41759,5
36828,8
28170,6
9284,2
14214,5
39707,1
44859,0
34946,8
10153,4
14513,0
9691,0
52676,3
38067,8
32447,1
53664,1
17710,3
57977,0
2065,2
27512,0
11748,2
12188,7
9366,5
8459,5
19285,3
34328,8
36615,7
4877,4
46918,3
28107,3
11779,0
44508,5
3769,7
22626,7
41238,1
23705,2
19636,7
11866,6
57211,5
35166,4
59025,7
30726,2
49457,8
12180,0
36303,5
56441,6
10648,7
29448,1
55993,0
51826,0
58632,5
26736,5
33650,4
34901,8
14064,4
11464,9
17564,8
6062,1
29218,4
37389,7
13856,4
16974,8
37989,2
46337,8
8417,6
23957,2
16892,3
34095,2
20742,2
32993,4
10233,8
4381,8
49413,7
48972,4
48706,6
45570,7
25661,8
4126,5
9619,6
45842,8
52027,3
1352,9
29381,8
30193,3
30767,7
36158,7
45769,0
50095,7
47833,9
11530,6
57276,8
29508,7
50597,8
48294,2
5353,0
43628,7
27460,9
48990,4
25575,4
23177,2
59564,9
5819,8
24367,0
12048,7
27778,5
46917,0
48441,1
19032,4
50968,0
21418,6
2411,0
23321,6
38061,2
20525,4
22552,9
30843,8
13721,1
44012,1
13219,8
5907,2
47046,0
7386,7
44895,9
21748,9
24683,5
55587,1
39743,4
24228,7
30658,4
12065,7
7292,2
24810,4
38707,1
14274,4
4292,4
19735,1
49802,6
51940,3
40887,5
21486,8
136,3
7854,4
24768,8
27713,4
12838,3
28432,8
14832,7
18123,5
40980,6
17617,7
54290,0
10308,2
56691,2
39405,5
50241,6
45555,9
26709,7
48913,1
15833,7
28419,8
40019,6
31460,7
46022,4
38918,1
50767,9
58097,3
45899,5
6275,8
33309,8
34250,2
56922,2
48272,9
25176,4
26816,4
37787,0
55276,7
10638,1
43749,8
54373,1
45936,4
6831,8
42188,2
48708,9
14314,1
44700,0
11856,2
38583,4
40317,9
27531,1
55227,0
27917,3
2811,1
43041,4
22309,8
32473,8
3962,1
10800,8
47750,4
16279,4
22944,6
23773,0
5413,6
44721,9
45487,9
56923,9
1220,4
3451,6
10150,4
4660,6
26059,1
33794,6
1103,9
55207,9
34199,1
31641,3
11135,1
28396,9
57606,2
50705,2
50089,4
45340,3
21263,4
9348,4
5246,0
53069,5
46920,4
27773,9
40704,5
12009,8
15146,9
37151,2
18913,4
29766,6
57800,8
23245,1
37927,3
318,2
52630,2
37117,5
11004,1
46036,2
57298,0
33663,1
17028,1
49922,5
44665,5
7634,3
52037,8
55272,8
30278,5
26518,9
58621,4
45613,4
24339,1
2542,4
14103,4
32548,5
6940,8
15921,1
53944,7
44583,0
12849,7
57039,9
10094,9
44483,6
43694,6
31443,9
24172,7
11548,7
52491,5
56211,6
13120,5
59777,3
40621,4
52461,6
58807,6
1808,4
23074,7
55499,1
47856,5
24997,2
28239,9
30259,7
4630,9
5427,7
19930,0
56794,7
45205,1
24714,1
14634,6
23086,8
23922,6
31590,5
42630,1
21268,6
56244,4
30871,0
23583,4
7589,0
16328,2
55029,0
19984,6
2058,0
37590,5
23736,5
38108,2
32873,7
8812,0
38385,4
20223,7
4412,1
49371,9
29475,9
2324,6
42777,3
57085,9
13523,2
51779,1
58099,7
50517,4
42024,3
49394,0
28126,2
58457,0
47260,6
53004,1
36964,7
46864,8
10331,4
52707,7
54585,8
43862,9
42235,3
25052,1
47726,8
53748,2
38754,6
50749,0
694,8
57704,4
39342,2
20706,1
35795,6
30137,1
37072,5
7770,7
46063,8
56234,3
422,7
55035,3
23065,5
48917,3
46729,3
26644,3
56892,7
53593,1
27397,9
40905,5
48596,4
53286,8
16667,6
57737,8
32402,6
27761,2
40848,1
3953,0
13762,2
59922,4
2244,7
46832,7
56879,8
19451,6
2365,6
59123,8
46092,2
45253,1
59932,1
32426,8
19971,9
36001,2
57927,7
50992,7
3682,5
11598,4
25398,3
6163,8
6539,3
37472,5
46273,0
9522,7
54315,2
22368,2
38528,1
25503,4
56117,1
13174,7
12433,6
49559,1
22398,1
22350,7
55178,4
45370,9
22868,1
40123,4
25444,7
10980,6
30184,9
57153,2
12451,3
32197,7
57719,6
30645,3
3234,1
39663,2
58858,0
48329,8
53927,5
39087,6
31431,3
50117,8
46553,2
17629,3
13383,3
31496,5
5954,4
2402,2
27611,9
32472,1
33497,6
41801,8
52768,6
14331,9
26071,6
21272,1
47452,0
38514,6
50745,8
5110,2
49423,4
41491,3
22301,7
56411,6
52355,9
38037,3
14108,2
15027,4
58730,4
48715,0
53562,0
11937,7
50843,6
23803,7
31254,3
32657,4
11695,5
57742,6
16031,0
32480,8
41543,3
50674,2
12837,0
23807,9
10550,6
9448,9
36554,7
773,7
27064,1
28598,9
7153,2
40125,5
35460,8
39712,7
42601,1
16613,7
48212,2
33881,2
33764,9
56159,0
23313,2
35141,4
8382,1
20620,4
40815,2
38736,1
58556,8
40185,3
16539,8
20902,3
4987,5
50805,7
14907,5
59028,1
3539,5
49660,8
15664,8
48832,7
20718,5
36546,7
51117,2
9823,0
45595,8
37528,4
56490,1
44970,5
47961,4
17594,8
32423,0
42587,4
25842,1
1284,9
33301,4
49667,1
11129,0
13900,7
46226,8
32766,8
2220,4
53998,9
59127,9
8257,2
56776,3
10252,4
9039,1
23072,6
10051,5
51110,1
57572,7
18771,6
53957,0
57233,6
42569,5
30422,4
45260,3
5337,3
26798,4
18606,0
6353,8
25131,8
19538,8
28186,0
33604,6
57200,8
28781,7
50183,4
27831,1
47999,2
1239,8
41036,4
6264,5
7031,3
35753,6
7694,7
54812,0
16930,1
36480,5
4830,9
25180,4
15761,0
44412,2
23782,7
17154,3
856,3
39396,4
48595,4
48718,9
45475,0
7821,1
32130,0
8218,1
30132,5
59746,7
46134,3
30343,6
33819,2
43275,4
7888,5
41812,1
45853,0
57445,7
22060,8
28874,5
3720,0
38242,7
43197,1
43389,1
38646,9
47772,6
6601,3
6451,5
29023,3
50135,6
22642,1
2582,0
54596,8
9841,2
29895,0
39198,2
32417,9
50915,3
23680,8
55187,4
4916,9
58544,3
22519,7
36703,6
54902,5
36738,1
28718,1
14745,8
52141,6
53114,5
14715,4
28023,8
24750,6
43538,8
21563,5
16837,2
54659,5
23094,7
41089,6
11785,5
27963,5
41171,3
328,5
16434,4
11125,7
51684,4
3041,1
55004,4
15973,8
39363,0
38971,8
27205,1
35926,4
28871,8
41166,4
28344,3
13216,0
22663,3
11157,1
40204,7
54886,1
27884,9
14999,7
27044,4
56819,2
29961,1
43834,0
58642,3
36352,7
13480,9
57590,9
13620,8
11420,2
5448,7
54161,2
30941,7
56225,3
40518,5
38634,6
56375,4
36624,2
52667,6
46474,9
35091,2
29303,8
56296,8
15698,5
25064,1
46057,4
40203,2
44219,7
28611,2
2363,5
8597,3
10470,3
54127,3
25179,8
10541,1
3546,1
8580,4
14372,6
43607,7
9494,7
43368,5
44961,8
52834,2
225,8
7345,1
10673,2
58396,0
40787,8
30536,4
38199,3
19377,3
40149,8
47340,1
36970,4
18230,2
51202,4
35867,5
56863,6
25913,5
3374,9
20869,3
41705,8
16616,6
55225,5
2796,3
54542,7
12620,2
40801,0
55864,3
26385,8
7279,5
48421,0
54342,1
47001,4
1946,7
18884,8
43499,9
39466,6
26271,7
14256,6
29035,6
28666,5
1044,1
32036,0
10718,7
20633,4
45934,6
54131,5
52951,6
41128,9
22967,9
36824,0
18282,1
20175,0
17219,5
19616,9
50341,5
48292,2
53563,1
22831,1
2163,6
58469,9
9102,7
55085,4
57024,9
10186,9
42932,1
20947,0
12813,7
44852,5
34577,8
39043,6
58354,6
14252,1
32920,7
33765,8
57486,0
41185,5
19299,4
24046,8
16813,2
53570,3
3056,4
46753,8
16867,3
52274,4
54268,8
54306,2
26874,6
43693,9
7540,8
45420,2
10396,4
52857,5
18069,3
9271,2
22187,2
25889,6
24663,1
58066,4
22582,1
57041,0
53819,2
27081,6
1269,6
7399,4
18918,1
56037,7
7721,3
56502,8
15764,3
26871,3
55108,5
37262,4
29605,7
12489,6
46066,9
53860,8
56591,7
11150,9
34894,6
44178,7
58940,6
39410,5
9537,8
24644,7
20052,1
50810,6
38331,8
52968,8
20871,9
44114,6
30100,1
40637,2
28816,0
46654,0
15885,1
46561,4
37731,4
14771,2
5562,3
45523,6
1228,6
45922,9
56763,4
29998,7
1167,9
21036,6
53410,5
57266,1
16957,6
2727,5
41856,0
39375,4
53841,9
26774,1
35723,3
15176,3
53974,4
24210,9
53329,5
6753,4
39688,2
4840,7
55948,4
11719,3
39696,3
7163,6
25239,9
40333,2
35294,0
55902,5
52005,6
42342,0
3369,0
29533,9
30361,4
7929,2
24435,3
25147,2
50211,2
14987,8
49384,1
54343,3
46554,5
4559,7
17456,8
49507,7
1157,7
29474,0
26847,4
22698,6
29107,5
15662,0
33846,4
17563,6
24414,3
31547,7
8860,6
26660,8
5822,4
21883,5
45947,5
18961,4
34488,6
50170,8
880,7
58084,3
8663,3
58663,5
26711,3
41198,6
13155,0
57325,7
37849,1
46127,1
24119,3
21479,1
58047,4
10991,6
44661,1
45681,4
52055,9
5849,6
10131,7
13693,2
37120,2
3414,9
4440,8
23205,8
20769,5
33730,6
19231,3
32702,5
27705,9
13473,4
16273,6
23534,7
49909,7
2148,6
41865,4
56406,4
24992,4
24087,4
28627,0
21972,1
14418,6
58988,7
11725,5
9287,0
54187,4
6427,3
10861,0
39116,3
1067,8
52806,6
47048,9
18331,6
48473,7
36486,9
5338,8
54453,7
4299,5
45571,7
50785,8
38727,9
54216,8
51056,4
1535,1
38834,4
5896,8
13006,1
25547,0
36362,0
30314,6
20928,0
17210,0
6705,6
20195,1
28895,0
31359,4
45978,7
1299,2
9040,4
15167,9
27880,2
53285,8
24102,1
224,1
36117,1
15971,0
19607,5
39563,4
50733,2
1208,7
9354,1
15593,9
26480,4
33438,2
32758,5
33419,8
18732,6
40505,7
40881,2
5645,9
26792,6
52636,3
25237,9
57479,7
53789,0
52666,7
30755,6
52888,1
11236,1
858,8
9586,4
40071,1
36941,4
9740,7
49372,7
26829,7
45095,4
16369,7
101,7
55463,5
6675,7
43048,5
5754,7
2235,4
21382,2
23641,4
29417,8
51007,8
16623,7
47296,5
8672,3
49993,2
43698,8
13417,3
25532,9
55293,8
26449,3
18135,2
57694,2
6661,9
6414,2
18969,7
40173,0
1850,9
11338,5
42491,2
25662,4
56914,0
57882,0
44368,1
41673,5
775,5
4063,8
55344,7
9951,5
12996,5
40932,3
46815,3
44931,9
25074,8
19092,3
54666,9
11862,9
38535,6
17763,2
29460,6
39300,1
38216,2
51073,2
35899,7
26647,1
44186,2
12844,2
51830,8
25923,2
13495,2
36849,0
54528,5
23320,3
59328,3
59264,7
45023,6
37040,2
2689,4
40083,8
22112,2
37348,7
44480,5
45113,6
15088,6
50796,7
26514,1
32876,6
9114,9
51984,7
18887,8
8631,2
43367,0
14257,4
12679,2
5231,6
45239,3
51310,6
27159,1
8445,1
50302,8
39601,6
35379,3
420,5
59253,2
17294,5
4082,0
53770,7
24849,2
26026,7
59868,0
3403,6
15489,9
23330,2
43309,0
42857,4
52311,9
44364,2
52998,7
18462,0
58078,7
17926,4
51601,8
29575,1
16586,5
577,0
1644,3
54059,1
14250,8
24938,7
45772,8
26163,5
9756,2
21813,2
48694,7
2240,4
33314,6
45097,7
1265,5
24579,5
45533,7
876,8
29963,7
11299,2
51654,9
30898,1
56457,3
30101,0
16582,5
24855,4
38097,1
38915,6
39282,2
38118,9
27564,1
14191,8
52099,2
2084,0
11377,3
15826,6
12193,0
49337,6
53474,3
52763,9
39102,1
26118,1
21955,6
18221,6
26201,2
37531,1
21004,6
8254,3
24578,8
29194,8
15151,9
46293,2
12394,1
57027,0
42508,3
16513,5
18571,4
12322,4
5556,6
17278,7
16183,2
51209,9
45597,3
8630,9
26883,2
39321,0
48295,0
11759,6
21671,5
55496,9
19428,9
6667,3
11268,1
24901,4
52346,4
12865,7
39998,9
5701,9
55998,3
22917,0
4455,0
58116,0
21924,9
54780,3
40583,9
1448,4
22653,8
14099,3
49342,0
9399,1
41986,1
36488,3
37260,3
40635,1
11339,2
24139,1
11079,1
33779,6
23409,4
9374,2
49836,9
12583,3
49527,5
22726,2
33649,3
29713,0
56152,9
13790,1
50864,1
17931,4
20403,7
15510,2
7874,0
16943,1
15463,6
16882,7
55279,1
45049,5
7272,0
18291,8
33254,0
24935,7
12674,9
23685,4
23402,7
34487,7
6197,1
1817,5
20677,9
19018,1
3198,0
10543,5
50908,9
19391,2
59270,8
50922,3
30423,3
46774,5
7672,3
53431,7
25298,9
14427,1
38922,4
47406,0
21751,1
44650,1
30807,0
3579,7
44325,0
4979,1
31983,7
252,2
17488,1
12233,7
57323,7
57484,8
6075,1
27179,5
7905,0
20097,5
35728,7
8845,7
41914,1
59823,5
24984,7
57442,2
3331,1
59205,9
22045,1
21298,6
41663,8
601,9
20316,9
29532,1
44905,4
59447,8
43823,8
5891,4
2862,6
49738,7
18723,5
24802,6
23657,3
15794,5
53039,3
41278,5
27568,8
58275,0
20519,9
48154,9
6329,4
37652,3
33260,5
34321,9
13439,9
30181,9
58374,8
34457,0
55000,1
56958,4
18321,1
47868,1
26333,2
3312,4
45408,3
56943,6
31637,5
54504,9
7623,9
7928,8
15840,4
22177,2
44648,1
42612,0
49721,7
22270,0
55082,7
30373,0
37657,7
57210,8
19639,1
21910,0
23787,7
14936,1
42262,0
45895,7
16803,0
19155,6
51529,1
12262,6
21206,5
55367,6
41096,4
7273,6
2007,7
3775,8
48712,7
59420,0
48342,4
2339,3
38057,0
471,9
12939,6
10597,9
7885,5
17240,1
5714,1
41465,0
48186,9
35833,3
47922,2
29494,8
13885,8
36374,2
43724,8
57075,6
55268,8
26697,6
10209,4
10237,0
41349,9
50423,0
44523,4
25737,4
42232,5
43469,1
16932,1
36659,4
35256,4
22411,2
42533,8
28152,6
12698,3
34117,6
7700,6
57154,0
45226,5
48683,3
56597,9
20624,2
50004,6
46683,0
6211,2
59639,0
36677,8
29738,9
46153,7
30975,2
19662,8
57115,0
30657,7
32630,2
37766,2
9824,5
18288,8
10513,8
2243,8
43203,8
24667,3
15147,7
39773,5
21348,6
50301,5
25277,9
37350,6
32558,4
6614,0
7342,6
39963,4
18085,6
11111,3
42492,9
22049,3
31014,8
47738,6
34089,3
6399,5
29977,5
52653,9
47838,3
27350,6
38797,3
6142,1
41569,4
2479,6
1656,7
32572,6
8721,9
44580,3
47837,1
28594,6
46341,7
35223,7
40589,2
49319,9
55,8
15345,1
35374,9
49893,3
30266,4
38740,9
49062,5
51795,5
52191,3
29655,9
16241,1
3190,9
57381,1
24651,3
44227,1
6822,1
12104,6
16388,9
44007,8
47786,0
21326,4
2912,5
35124,2
40120,2
8012,3
44485,7
30533,2
56054,5
39482,5
29890,5
16568,9
19011,1
29768,6
48163,3
29135,4
9150,9
11801,5
14660,6
36996,6
41084,9
3856,6
8200,3
55639,5
41385,3
29906,2
31915,8
7717,6
5692,0
17107,9
4076,5
37615,2
31865,0
33423,7
4024,7
52023,2
23435,4
9714,4
30371,5
19036,1
18930,2
50461,7
47694,6
45158,2
24015,2
21317,9
59388,7
44604,8
28812,7
37166,3
3448,7
34414,8
33323,8
40229,6
41749,4
5843,2
26811,7
8191,6
35917,6
4842,7
3492,0
52786,7
36874,0
5459,9
34652,6
18866,4
54299,2
6897,8
48783,3
38356,2
8856,5
36620,0
56300,9
23559,1
36762,7
42855,9
12552,6
55475,6
16505,7
35550,3
13855,1
54917,7
39092,8
3059,7
59468,7
40585,9
44001,9
11389,4
12710,8
2293,6
45616,5
11391,0
44309,6
56185,5
106,6
20343,6
44115,8
31463,0
14584,1
22352,0
16046,2
10705,0
43131,1
31871,1
613,3
54081,9
54076,9
30384,0
32295,1
46758,8
12902,6
16896,6
48908,1
50747,9
3225,8
29588,4
31149,5
7949,9
49014,0
40464,1
34685,3
23045,1
54769,4
18605,6
46801,1
36742,4
53494,2
39626,6
19908,0
16600,4
37601,2
44317,1
40582,0
9139,4
53348,1
21963,5
4550,2
16235,2
37248,4
14760,2
50535,8
18633,2
22722,4
47245,3
20710,2
27970,7
56599,9
48813,4
3807,8
8577,6
3464,1
53988,4
17412,4
6139,6
59718,8
10843,6
29189,8
39515,6
14346,1
110,9
35577,8
59750,1
58135,2
15996,5
21364,1
20090,7
45872,5
29687,6
33804,2
34838,9
16198,2
51171,2
56352,0
48782,4
10119,0
35162,3
23578,2
56985,8
11387,1
25273,5
33029,3
14828,5
33891,9
19814,9
9817,9
30616,1
12444,8
36533,0
14350,3
6209,1
14071,6
24622,6
16020,9
15430,8
13785,1
10292,9
38746,0
44282,3
35020,2
47356,3
56115,6
30286,7
1569,9
41825,4
29394,0
45060,7
33882,4
34344,7
6178,6
46232,4
22838,4
1076,0
25396,4
31663,1
39958,5
42839,2
15191,0
43646,6
23509,8
28615,4
17786,2
16715,3
32662,7
34650,2
22338,9
8922,2
42525,6
25295,5
41151,7
15575,1
30067,8
48135,7
3150,3
21938,3
19079,8
27276,1
41191,0
6699,9
2132,3
55756,7
23044,0
20451,3
50853,5
40456,0
17735,7
425,3
9683,9
55158,2
36716,3
29499,1
38927,3
13424,8
43301,3
57151,2
21018,3
